x,y
1.2478789823316156,2.1168494880592092
-1.6697415160284612,-0.5381216615848521
-0.8044659525316984,-5.727520486019481
2.298385379670986,43.288959887508156
-0.8992033799163472,-2.680073426906338
0.9788787336892857,2.0728682979330095
-0.5862366152291671,-3.0137512414678804
-0.3030005627707677,-1.3535135442548718
-1.6890983505439001,6.616631788915738
2.3849025132858257,48.44798398638725
-0.858776897188616,-2.338368631025765
-1.1297522555589912,8.964723863481687
-2.2986049353602986,11.974142834800995
-0.23222865639501133,7.88442746678294
-0.683680286331299,-6.749347174741911
-0.21894344770233687,0.8091048672659724
-1.5780288619474065,1.2400568154641523
-0.3377463264318443,-7.633114737270575
1.3130685311605985,3.3748439185681685
1.3131442930670518,-15.038226527967412
-1.2867052342713063,5.695955447641877
0.41592346873574604,-11.478966302238758
0.7836159234472277,-10.14466360736597
1.6810042678367223,25.568849398604378
2.1221329776773166,26.220655845471192
-2.4152284369870896,23.55167026876655
-2.2655408179348373,26.167258917887807
-1.6384333471590906,-11.760323724856153
-1.5019972775002677,-3.372278201500759
-0.18747916658462982,-9.733068150636107
-1.3618717860624419,11.739624302102246
1.556040421686208,2.582454080060871
1.7083798513412543,17.811852002231152
2.1128522869559907,25.01287467146075
1.2425140966479336,-15.781663286697755
0.9164170758194814,-1.3276603910630769
0.695950098706926,-15.484657843339209
-1.2805504538319838,-0.3047413856819703
-1.278026244201017,3.3198033977952814
-1.4630609754287622,-4.187987311895846
-0.05021656473443681,7.100306543399697
0.3290541311566768,5.502289588782533
-0.8968522427796315,-6.0166543652014655
2.154306087869392,47.42760679173779
-1.0490531728067298,0.0022044229763276135
-0.41535802451378157,0.983846717958361
0.002465726437490545,-10.698250113688072
-0.1591116417814935,-1.3970566074484116
0.6147548200269775,6.350630383777821
0.716316908821593,-1.656396629770975
0.31310466389733227,-8.475628584904445
-2.2212184015267162,21.19517421217485
2.0068372060958346,26.60812367708888
-1.2649273397197462,-9.461193741325463
-0.7736922004274016,-0.35146023310127106
-0.9138199428290894,10.805049687338101
1.1346926799724075,3.650273910889502
2.0727865682299376,31.28670052800772
-1.99032036985627,13.245523307750855
2.082633913887049,22.47023212888874
1.8086615366984908,17.37352144011489
0.22462656475965392,2.7949854776267635
1.9233333858406692,28.176178412821955
-1.469288113212957,-10.181360798988699
-0.07768473871290826,-7.640499560302596
0.8431753039579197,7.54348347411646
0.9025644292211976,-9.313511257728223
